1	3.433594
2	1.958984
3	2.070312
4	1.880859
5	2.050781
6	2.347656
7	1.957031
8	2.326172
9	3.248047
10	2.054688
11	2.902344
12	2.847656
13	3.714844
14	2.369141
15	3.007812
16	2.812500
17	2.908203
18	2.734375
19	2.736328
20	3.464844
21	2.568359
22	2.761719
23	2.896484
24	2.611328
25	2.572266
26	2.763672
27	2.810547
28	2.617188
29	3.492188
30	2.800781
