1	27.511230
2	25.250977
3	25.703613
4	24.872314
5	25.390381
6	26.915771
7	32.185303
8	31.007080
9	33.058350
10	29.709229
11	31.617432
12	26.182129
13	33.851318
14	28.709473
15	29.178955
16	28.243896
17	27.897461
18	27.030029
19	31.224121
20	31.907227
21	27.381836
22	26.636719
23	26.931641
24	27.053223
25	27.620605
26	26.729980
27	27.677246
28	26.616699
29	27.482422
30	28.039062
